what is the [sylvia_brett] other half father place of birth	burnham-on-sea
what is the name of the job of dad of [thomas_quiney] other half	writer
what is the offspring of [princess_louise_of_denmark] offspring mother	christian_prince_of_schaumburg_lippe
the offspring of [princess_louise_of_denmark] offspring mother	christian_prince_of_schaumburg_lippe
what is the name of the gender of son of [octavia_minor] husband	female
what is the [henry_the_lion] offspring heir dad	helen_daughter_of_king_valdemar_i_of_denmark
what is the dad of heir of [henry_the_lion] offspring	helen_daughter_of_king_valdemar_i_of_denmark
what is the son of mother of [daewon-gun] kid	gojong_of_korea
what is the cause of death of [daewon-gun] offspring couple	regicide
what is the gender of [daewon-gun] daughter spouse	female
what is the [daewon-gun] daughter spouse gender	female
the place of birth of children of [susanna_of_bavaria] dad	ansbach
the place of birth of [susanna_of_bavaria] dad children	ansbach
what is the mother of heir of [susanna_of_bavaria] mother	kunigunde_of_austria
[susanna_of_bavaria] father spouse gender	male
who is the gender of spouse of [susanna_of_bavaria] father	male
what is the couple of wife of [susanna_of_bavaria] father	kunigunde_of_austria
[susanna_of_bavaria] mom darling dad	albert_iii_duke_of_bavaria
what is the dad of [susanna_of_bavaria] mom darling	albert_iii_duke_of_bavaria
what is the name of the sex of kid of [anna_sophia_ii_abbess_of_quedlinburg] dad	female
who is the sex of kid of [anna_sophia_ii_abbess_of_quedlinburg] dad	female
what is the name of the mother of offspring of [anna_sophia_ii_abbess_of_quedlinburg] parents	sophia_eleonore_of_saxony
[anna_sophia_ii_abbess_of_quedlinburg] parents offspring mother	sophia_eleonore_of_saxony
what is the daughter of [ghazi_of_iraq] children dad	faisal_ii_of_iraq
what is the [ghazi_of_iraq] children dad daughter	faisal_ii_of_iraq
the place of birth of dad of [ghazi_of_iraq] heir	mecca
what is the [ghazi_of_iraq] heir dad place of birth	mecca
[maria_eleonora_of_brandenburg] daughter mom children	christina_of_sweden
what is the [maria_eleonora_of_brandenburg] husband child sex	female
who is the mom of son of [maria_eleonora_of_brandenburg] other half	maria_eleonora_of_brandenburg
what is the name of the nation of heir of [pearl_starr] father	united_states
what is the [pearl_starr] father heir nation	united_states
the mom of children of [pearl_starr] mother	belle_starr
who is the mom of children of [pearl_starr] mother	belle_starr
what is the occupation of [pretty_shield] couple husband	writer
[pretty_shield] couple husband occupation	writer
the darling of spouse of [pretty_shield] wife	goes_ahead
what is the darling of [pretty_shield] wife spouse	goes_ahead
what is the name of the parents of heir of [baldwin_v_count_of_flanders] children	matilda_of_flanders
[baldwin_v_count_of_flanders] children heir parents	matilda_of_flanders
what is the name of the wife of heir of [baldwin_v_count_of_flanders] child	edith_of_scotland
what is the name of the grandgender of [baldwin_v_count_of_flanders] heir	male
what is the sex of [baldwin_v_count_of_flanders] daughter other half	male
who is the sex of other half of [baldwin_v_count_of_flanders] daughter	male
what is the kid of [baldwin_v_count_of_flanders] offspring darling	robert_iii_duke_of_normandy
what is the name of the kid of darling of [baldwin_v_count_of_flanders] offspring	robert_iii_duke_of_normandy
what is the name of the place of birth of darling of [roza_laborfalvi] spouse	miskolc
what is the [roza_laborfalvi] husband couple darling	mor_jokai
the darling of [roza_laborfalvi] husband couple	mor_jokai
the daughter of [henri_dorleans_duc_daumale] parents darling	antoine_duke_of_montpensier
the gender of [henri_dorleans_duc_daumale] parent other half	female
what is the [henri_dorleans_duc_daumale] dad child heir	gaston_comte_deu
the heir of [henri_dorleans_duc_daumale] dad child	gaston_comte_deu
who is the place of birth of daughter of [ferdinand_iv_grand_duke_of_tuscany] parents	florence
the children of offspring of [ferdinand_iv_grand_duke_of_tuscany] mother	josef_ferdinand
the children of [ferdinand_iv_grand_duke_of_tuscany] mother offspring	josef_ferdinand
who is the sex of heir of [ferdinand_iv_grand_duke_of_tuscany] parent	male
the mother of [ferdinand_iv_grand_duke_of_tuscany] mother child	marie_antoinette_of_tuscany
what is the name of the nationality of kid of [louis_ix_of_france] mother	france
what is the nationality of kid of [louis_ix_of_france] mother	france
[minamoto_no_sanetomo] mom daughter father	minamoto_no_yoritomo
what is the [minamoto_no_sanetomo] mom daughter father	minamoto_no_yoritomo
who is the grandspouse of [alexander_of_islay_earl_of_ross] parent	elizabeth_mure
[charles_ferdinand_duc_de_berry] parent children mom	marie_therese_of_savoy
who is the place of birth of son of [charles_ferdinand_duc_de_berry] mother	palace_of_versailles
what is the place of birth of son of [charles_ferdinand_duc_de_berry] mother	palace_of_versailles
what is the children of dad of [yixuan_1st_prince_chun] son	guangxu_emperor
the children of dad of [yixuan_1st_prince_chun] son	guangxu_emperor
the place of death of mom of [yixuan_1st_prince_chun] offspring	beijing
what is the name of the nation of son of [princess_anna_amalia_of_prussia] mother	germany
what is the location of [princess_anna_amalia_of_prussia] father daughter	berlin
[princess_anna_amalia_of_prussia] father daughter location	berlin
what is the [margaret_of_parma] wife offspring sex	male
[margaret_of_parma] wife offspring sex	male
what is the [margaret_of_artois] husband mother faith	catholicism
the faith of mother of [margaret_of_artois] husband	catholicism
the gender of [margaret_of_artois] other half parent	male
who is the gender of parent of [margaret_of_artois] other half	male
the place of birth of mom of [margaret_of_artois] couple	poissy
what is the type of religion of [ogden_l_mills] father mom	episcopal_church_in_the_united_states_of_america
[ogden_l_mills] father mom type of religion	episcopal_church_in_the_united_states_of_america
what is the [ogden_l_mills] parents father gender	male
what is the children of father of [ogden_l_mills] dad	ogden_mills
who is the children of father of [ogden_l_mills] dad	ogden_mills
who is the parents of son of [william_king_noel_1st_earl_of_lovelace] other half	william_king_noel_1st_earl_of_lovelace
what is the parents of [william_king_noel_1st_earl_of_lovelace] other half son	william_king_noel_1st_earl_of_lovelace
what is the [magdolna_purgly] spouse husband darling	miklos_horthy
what is the name of the daughter of mother of [henry_iii_holy_roman_emperor] heir	henry_iv_holy_roman_emperor
who is the daughter of mother of [henry_iii_holy_roman_emperor] heir	henry_iv_holy_roman_emperor
what is the [henry_iii_holy_roman_emperor] heir parents parents	gisela_of_swabia
what is the name of the heir of heir of [henry_iii_holy_roman_emperor] dad	henry_iv_holy_roman_emperor
what is the [henry_iii_holy_roman_emperor] dad heir heir	henry_iv_holy_roman_emperor
what is the parents of children of [henry_iii_holy_roman_emperor] dad	gisela_of_swabia
the parents of children of [henry_iii_holy_roman_emperor] dad	gisela_of_swabia
the nation of dad of [mariana_victoria_of_spain] heir	portugal
what is the couple of parents of [mariana_victoria_of_spain] child	joseph_i_of_portugal
what is the couple of [mariana_victoria_of_spain] child parents	joseph_i_of_portugal
what is the offspring of dad of [mariana_victoria_of_spain] offspring	benedita_dowager_princess_of_brazil
who is the offspring of dad of [mariana_victoria_of_spain] offspring	benedita_dowager_princess_of_brazil
what is the mom of mother of [mariana_victoria_of_spain] daughter	philip_v_of_spain
the nationality of [mariana_victoria_of_spain] parents child	portugal
who is the other half of children of [mariana_victoria_of_spain] parents	joseph_i_of_portugal
the offspring of [mariana_victoria_of_spain] parent offspring	benedita_dowager_princess_of_brazil
what is the [mariana_victoria_of_spain] parent offspring offspring	benedita_dowager_princess_of_brazil
what is the parent of [mariana_victoria_of_spain] mom kid	philip_v_of_spain
what is the name of the parent of kid of [mariana_victoria_of_spain] mom	philip_v_of_spain
what is the name of the religious belief of son of [mariana_victoria_of_spain] parent	catholicism
the nationality of offspring of [mariana_victoria_of_spain] mother	spain
who is the nationality of offspring of [mariana_victoria_of_spain] mother	spain
what is the [henry_ii_of_england] parent other half other half	empress_matilda
the other half of other half of [henry_ii_of_england] parent	empress_matilda
the gender of [josephine_de_beauharnais] husband heir	female
[josephine_de_beauharnais] husband heir gender	female
[josephine_de_beauharnais] couple children children	napoleon_iii_of_france
who is the children of children of [josephine_de_beauharnais] couple	napoleon_iii_of_france
what is the father of [josephine_de_beauharnais] wife son	josephine_de_beauharnais
who is the grandgender of [josephine_de_beauharnais] daughter	male
the gender of [josephine_de_beauharnais] daughter offspring	male
who is the grandnation of [josephine_de_beauharnais] children	france
the sex of [josephine_de_beauharnais] son parents	female
what is the sex of parents of [josephine_de_beauharnais] son	female
what is the husband of [josephine_de_beauharnais] daughter mother	alexandre_vicomte_de_beauharnais
the children of parent of [josephine_de_beauharnais] children	hortense_de_beauharnais
what is the name of the grandreligion of [archduke_anton_victor_of_austria] mom	catholicism
the nation of parents of [archduke_anton_victor_of_austria] mother	spain
what is the cause of death of [archduke_anton_victor_of_austria] mom parent	tuberculosis
what is the name of the grandcause_of_death of [archduke_anton_victor_of_austria] mom	tuberculosis
what is the name of the grandplace_of_birth of [archduke_anton_victor_of_austria] parents	dresden
what is the offspring of [archduke_anton_victor_of_austria] mother parents	gabriel_de_borbon
who is the occupation of kid of [archduke_anton_victor_of_austria] mom	cardinal
what is the occupation of [archduke_anton_victor_of_austria] mom kid	cardinal
what is the address of [henrietta_anne_stuart] darling spouse	heidelberg
the address of spouse of [henrietta_anne_stuart] darling	heidelberg
what is the [wang_khan] son children parents	sorghaghtani_beki
the mom of [gojong_of_korea] mom offspring	daewon-gun
what is the mom of [gojong_of_korea] mom offspring	daewon-gun
what is the darling of son of [gojong_of_korea] mom	empress_myeongseong
what is the couple of other half of [princess_t_chi] husband	emperor_kobun
what is the name of the offspring of father of [claus_spreckels] offspring	john_d_spreckels
what is the place of death of heir of [eadgifu_of_england] mom	gloucester
what is the name of the place of death of heir of [eadgifu_of_england] mom	gloucester
the parents of [eadgifu_of_england] dad child	edward_the_elder
who is the parents of child of [eadgifu_of_england] dad	edward_the_elder
who is the grandreligious belief of [eadgifu_of_england] parents	catholicism
what is the religious belief of [eadgifu_of_england] parents mother	catholicism
what is the name of the profession of mother of [eadgifu_of_england] dad	nun
what is the [cosima_wagner] father children kid	siegfried_wagner
what is the kid of [cosima_wagner] father children	siegfried_wagner
what is the father of [cosima_wagner] mom offspring	franz_liszt
what is the [john_jacob_astor_iv] mom child nation	united_states
what is the parents of children of [john_jacob_astor_iv] mother	william_backhouse_astor_jr
what is the [john_jacob_astor_iv] mother children parents	william_backhouse_astor_jr
what is the name of the religious belief of parents of [darius_ogden_mills] child	episcopal_church_in_the_united_states_of_america
the religious belief of [darius_ogden_mills] child parents	episcopal_church_in_the_united_states_of_america
what is the name of the gender of parents of [darius_ogden_mills] offspring	male
what is the gender of [darius_ogden_mills] offspring parents	male
what is the name of the place of birth of parents of [darius_ogden_mills] children	north_salem
what is the [darius_ogden_mills] children parents place of birth	north_salem
who is the son of mom of [darius_ogden_mills] children	ogden_mills
what is the [domitilla_the_elder] spouse other half son	domitilla_the_younger
[domitilla_the_elder] couple couple other half	vespasian
what is the other half of couple of [domitilla_the_elder] couple	vespasian
the mother of [alexandra_fyodorovna] heir son	alexandra_iosifovna_of_altenburg
what is the name of the mother of son of [alexandra_fyodorovna] heir	alexandra_iosifovna_of_altenburg
what is the nationality of children of [alexandra_fyodorovna] children	russia
the nationality of [alexandra_fyodorovna] children children	russia
what is the dad of [alexandra_fyodorovna] kid son	grand_duke_konstantin_nikolayevich_of_russia
who is the granddad of [alexandra_fyodorovna] kid	grand_duke_konstantin_nikolayevich_of_russia
who is the couple of kid of [groucho_marx] dad	susan_fleming
what is the [groucho_marx] parent kid cause of death	pneumonia
what is the father of kid of [groucho_marx] parent	sam_marx
who is the father of kid of [groucho_marx] parent	sam_marx
what is the place of death of offspring of [groucho_marx] father	los_angeles
[groucho_marx] father offspring place of death	los_angeles
what is the name of the location of son of [groucho_marx] parents	new_york
[henry_i_duke_of_guise] mother heir gender	male
what is the husband of [henry_i_duke_of_guise] parents husband	anna_deste
who is the husband of husband of [henry_i_duke_of_guise] parents	anna_deste
[mongkut] kid children kid	nakkhatra_mangkala_kitiyakara
what is the [mongkut] son child gender	male
what is the name of the gender of child of [mongkut] son	male
who is the father of offspring of [mongkut] kid	chulalongkorn
what is the name of the grandfather of [mongkut] kid	chulalongkorn
what is the faith of darling of [mongkut] couple	buddhism
the faith of [mongkut] couple darling	buddhism
what is the name of the child of darling of [mongkut] couple	chulalongkorn
what is the son of darling of [mongkut] husband	narisara_nuvadtivongs
what is the [mongkut] husband darling son	narisara_nuvadtivongs
what is the [mongkut] other half other half mother	sri_suriyendra
the mother of other half of [mongkut] other half	sri_suriyendra
the husband of darling of [mongkut] husband	piam
what is the name of the husband of darling of [mongkut] husband	piam
[beatriz_of_portugal] spouse husband faith	roman_catholic_church
what is the husband of [beatriz_of_portugal] other half spouse	infante_fernando_duke_of_viseu
who is the husband of spouse of [beatriz_of_portugal] other half	infante_fernando_duke_of_viseu
who is the gender of daughter of [beatriz_of_portugal] spouse	male
what is the name of the parents of kid of [herod_archelaus] parents	herod_the_great
what is the [herod_archelaus] parents kid parents	herod_the_great
who is the heir of son of [catherine_willoughby] wife	lady_jane_grey
what is the [catherine_willoughby] wife son heir	lady_jane_grey
what is the parent of daughter of [venceslas_i_of_bohemia] mother	ottokar_i_of_bohemia
what is the [venceslas_i_of_bohemia] mom offspring sex	female
the sex of offspring of [venceslas_i_of_bohemia] mom	female
the occupation of [martin_boehm] child mom	clergy
who is the occupation of mom of [martin_boehm] child	clergy
what is the name of the dad of kid of [kaiulani] parents	kekauluohi_likelike
who is the gender of wife of [kaiulani] parents	male
what is the place of birth of [kaiulani] dad wife	scotland
who is the place of birth of wife of [kaiulani] dad	scotland
who is the offspring of daughter of [maria_christina_of_austria] mother	infanta_maria_teresa_of_spain
what is the offspring of [maria_christina_of_austria] mother daughter	infanta_maria_teresa_of_spain
what is the mother of heir of [maria_christina_of_austria] parent	archduchess_elisabeth_franziska_of_austria
the gender of daughter of [maria_christina_of_austria] mom	male
what is the mom of son of [richilde_of_provence] spouse	charles_the_bald
[richilde_of_provence] spouse son mom	charles_the_bald
the children of kid of [richilde_of_provence] darling	charles_the_simple
who is the mother of heir of [richilde_of_provence] spouse	ermentrude_of_orleans
what is the [richilde_of_provence] spouse heir mother	ermentrude_of_orleans
the parent of child of [christian_prince_of_schaumburg_lippe] dad	princess_louise_of_denmark
what is the gender of [adolphe_grand_duke_of_luxembourg] couple darling	male
what is the darling of wife of [adolphe_grand_duke_of_luxembourg] wife	grand_duchess_elizabeth_mikhailovna
what is the name of the sex of couple of [anne_of_denmark] heir	male
what is the sex of couple of [anne_of_denmark] heir	male
what is the [anne_of_denmark] children other half offspring	prince_rupert_of_the_rhine
[anne_of_denmark] kid wife parents	louise_juliana_of_nassau
the gender of [eleanor_of_alburquerque] child father	male
the gender of father of [eleanor_of_alburquerque] child	male
who is the heir of other half of [eleanor_of_alburquerque] son	charles_of_viana
what is the name of the heir of other half of [eleanor_of_alburquerque] son	charles_of_viana
the sex of [eleanor_of_alburquerque] heir darling	female
the sex of darling of [eleanor_of_alburquerque] heir	female
who is the couple of husband of [eleanor_of_alburquerque] heir	martin_i_of_sicily
what is the name of the grandgender of [eleanor_of_alburquerque] kid	male
what is the [eleanor_of_alburquerque] kid kid gender	male
[eleanor_of_alburquerque] son son parents	john_ii_of_aragon
who is the parents of son of [eleanor_of_alburquerque] son	john_ii_of_aragon
what is the name of the children of offspring of [paripatra] father	nakkhatra_mangkala_kitiyakara
who is the father of wife of [paripatra] parent	piam
what is the [paripatra] parents offspring gender	male
what is the gender of offspring of [paripatra] parents	male
who is the parent of heir of [paripatra] mom	chulalongkorn
what is the [paripatra] mom heir parent	chulalongkorn
what is the other half of other half of [alexander_darcy] husband	arleen_whelan
what is the name of the other half of other half of [alexander_darcy] husband	arleen_whelan
[napoleon_louis_bonaparte] mother child sex	male
what is the sex of child of [napoleon_louis_bonaparte] mother	male
the nation of [napoleon_louis_bonaparte] mother son	france
what is the name of the sex of parents of [napoleon_louis_bonaparte] mother	female
who is the husband of dad of [napoleon_louis_bonaparte] mother	alexandre_vicomte_de_beauharnais
what is the [napoleon_louis_bonaparte] mom parents children	hortense_de_beauharnais
who is the grandchildren of [napoleon_louis_bonaparte] mom	hortense_de_beauharnais
what is the name of the grandmom of [margaret_of_england] mom	alfonso_ii_count_of_provence
who is the grandmom of [margaret_of_england] mom	alfonso_ii_count_of_provence
what is the name of the gender of kid of [margaret_of_england] mom	female
what is the [margaret_of_england] mom kid gender	female
what is the nationality of children of [margaret_of_england] parent	england
what is the nationality of [margaret_of_england] parent children	england
the son of heir of [margaret_of_england] father	blanche_of_brittany
who is the nation of husband of [james_ii_of_england] son	denmark
the kid of [fletcher_christian] children parents	thursday_october_christian
what is the name of the parent of son of [fletcher_christian] offspring	thursday_october_christian_i
what is the name of the grandparent of [fletcher_christian] offspring	thursday_october_christian_i
who is the sex of child of [reccesuinth] parent	male
what is the [fulk_of_jerusalem] children offspring gender	female
[fulk_of_jerusalem] children offspring gender	female
who is the grandmom of [fulk_of_jerusalem] kid	amalric_i_of_jerusalem
[fulk_of_jerusalem] children son husband	humphrey_iv_of_toron
who is the daughter of daughter of [fulk_of_jerusalem] children	maria_of_montferrat
what is the name of the place of birth of offspring of [fulk_of_jerusalem] offspring	nablus
what is the place of birth of offspring of [fulk_of_jerusalem] offspring	nablus
what is the name of the children of parent of [claudine_rhedey_von_kis_rhede] daughter	francis_duke_of_teck
the nationality of [claudine_rhedey_von_kis_rhede] daughter parents	hungary
[claudine_rhedey_von_kis_rhede] daughter parents nationality	hungary
the offspring of wife of [claudine_rhedey_von_kis_rhede] heir	prince_francis_of_teck
what is the name of the offspring of wife of [claudine_rhedey_von_kis_rhede] heir	prince_francis_of_teck
what is the place of birth of [princess_mathilde_of_bavaria] mother child	wurzburg
[princess_mathilde_of_bavaria] mother child place of birth	wurzburg
what is the dad of child of [princess_mathilde_of_bavaria] parent	maria_theresia_of_austria-este
who is the dad of child of [princess_mathilde_of_bavaria] parent	maria_theresia_of_austria-este
what is the place of death of [princess_mathilde_of_bavaria] dad heir	munich
the place of death of heir of [princess_mathilde_of_bavaria] dad	munich
what is the [olof_of_sweden] kid parent gender	male
who is the son of mom of [olof_of_sweden] children	iziaslav_i_of_kiev
the son of mom of [olof_of_sweden] children	iziaslav_i_of_kiev
the child of parents of [major_ridge] daughter	john_ridge
the place of birth of parents of [major_ridge] daughter	tennessee
what is the [major_ridge] daughter parents place of birth	tennessee
the child of [sophia_dorothea_of_celle] child mother	sophia_dorothea_of_hanover
what is the ethnicity of [louis_xvi_of_france] father son	french_people
what is the ethnicity of son of [louis_xvi_of_france] father	french_people
[louis_xvi_of_france] mom daughter gender	male
what is the gender of [louis_xvi_of_france] mom daughter	male
what is the name of the parents of child of [louis_xvi_of_france] father	louis_dauphin_de_france
[louis_xvi_of_france] father child parents	louis_dauphin_de_france
what is the [louis_xvi_of_france] father children child	princess_sophie_helene_beatrix_of_france
what is the name of the ethnicity of parent of [louis_xvi_of_france] child	french_people
what is the ethnicity of [louis_xvi_of_france] child parent	french_people
what is the parent of [louis_xvi_of_france] offspring mother	louis_dauphin_de_france
the child of [louis_xvi_of_france] offspring mother	princess_sophie_helene_beatrix_of_france
what is the name of the child of mother of [louis_xvi_of_france] offspring	princess_sophie_helene_beatrix_of_france
what is the name of the nationality of daughter of [charles_i_of_sicily] father	france
the nationality of daughter of [charles_i_of_sicily] father	france
the place of death of [marie_de_luxembourg_queen_of_france] wife spouse	brie-comte-robert
what is the parents of [marie_de_luxembourg_queen_of_france] other half darling	margaret_of_artois
who is the parents of darling of [marie_de_luxembourg_queen_of_france] other half	margaret_of_artois
what is the gender of [marie_de_luxembourg_queen_of_france] couple wife	female
the spouse of couple of [marie_de_luxembourg_queen_of_france] husband	charles_iv_of_france
what is the [marie_de_luxembourg_queen_of_france] husband couple spouse	charles_iv_of_france
[princess_victoria_melita_of_edinburgh_and_saxe-coburg-gotha] son darling sex	male
who is the sex of darling of [princess_victoria_melita_of_edinburgh_and_saxe-coburg-gotha] son	male
what is the gender of mom of [princess_victoria_melita_of_edinburgh_and_saxe-coburg-gotha] kid	female
the gender of [princess_victoria_melita_of_edinburgh_and_saxe-coburg-gotha] kid mom	female
who is the darling of spouse of [constance_of_arles] husband	robert_ii_of_france
what is the [constance_of_arles] husband spouse darling	robert_ii_of_france
[constance_of_arles] other half darling place of death	melun
what is the place of death of [constance_of_arles] other half darling	melun
the profession of [vespasian] other half wife	roman_emperor
what is the name of the profession of wife of [vespasian] other half	roman_emperor
what is the spouse of other half of [vespasian] spouse	domitilla_the_elder
the spouse of other half of [vespasian] spouse	domitilla_the_elder
what is the [barbara_of_portugal] wife husband place of death	madrid
what is the name of the place of death of husband of [barbara_of_portugal] wife	madrid
the sex of other half of [barbara_of_portugal] husband	female
the sex of [barbara_of_portugal] husband other half	female
what is the couple of [barbara_of_portugal] spouse wife	ferdinand_vi_of_spain
what is the [barbara_of_portugal] couple spouse nation	portugal
what is the [princess_beatrice_of_the_united_kingdom] daughter husband nation	united_kingdom
what is the name of the nation of husband of [princess_beatrice_of_the_united_kingdom] daughter	united_kingdom
what is the name of the nation of couple of [princess_beatrice_of_the_united_kingdom] son	spain
what is the sex of darling of [princess_beatrice_of_the_united_kingdom] heir	male
the location of [princess_beatrice_of_the_united_kingdom] kid husband	rome
the location of husband of [princess_beatrice_of_the_united_kingdom] kid	rome
the place of birth of wife of [princess_beatrice_of_the_united_kingdom] son	madrid
[princess_beatrice_of_the_united_kingdom] mother child mom	albert_of_saxe-coburg_and_gotha
what is the mom of [princess_beatrice_of_the_united_kingdom] mother child	albert_of_saxe-coburg_and_gotha
the son of [princess_beatrice_of_the_united_kingdom] parents offspring	victoria_eugenia_of_battenberg
what is the son of offspring of [princess_beatrice_of_the_united_kingdom] parents	victoria_eugenia_of_battenberg
what is the children of daughter of [princess_beatrice_of_the_united_kingdom] mom	prince_maurice_of_battenberg
what is the mom of [princess_beatrice_of_the_united_kingdom] dad heir	albert_of_saxe-coburg_and_gotha
the mom of [princess_beatrice_of_the_united_kingdom] dad heir	albert_of_saxe-coburg_and_gotha
what is the name of the dad of child of [princess_beatrice_of_the_united_kingdom] parents	victoria_of_the_united_kingdom
what is the name of the place of birth of kid of [princess_beatrice_of_the_united_kingdom] dad	buckingham_palace
the cause of death of [princess_beatrice_of_the_united_kingdom] father kid	infectious_disease
what is the [princess_beatrice_of_the_united_kingdom] father kid cause of death	infectious_disease
what is the place of birth of [princess_beatrice_of_the_united_kingdom] father kid	buckingham_palace
[princess_beatrice_of_the_united_kingdom] father kid place of birth	buckingham_palace
the kid of [princess_beatrice_of_the_united_kingdom] parents heir	alexandra_fyodorovna_of_hesse
who is the parent of offspring of [princess_beatrice_of_the_united_kingdom] father	victoria_of_the_united_kingdom
the nation of heir of [princess_beatrice_of_the_united_kingdom] parents	united_kingdom
[princess_beatrice_of_the_united_kingdom] parents heir nation	united_kingdom
what is the darling of [princess_beatrice_of_the_united_kingdom] father children	princess_louise_margaret_duchess_of_connaught
the organization of [princess_beatrice_of_the_united_kingdom] mother heir	trinity_college_cambridge
what is the organization of [princess_beatrice_of_the_united_kingdom] mother heir	trinity_college_cambridge
the nation of [princess_beatrice_of_the_united_kingdom] dad child	united_kingdom
what is the nation of [princess_beatrice_of_the_united_kingdom] dad child	united_kingdom
who is the husband of kid of [princess_beatrice_of_the_united_kingdom] parent	princess_louise_margaret_duchess_of_connaught
the husband of kid of [princess_beatrice_of_the_united_kingdom] parent	princess_louise_margaret_duchess_of_connaught
what is the institution of mother of [william_backhouse_astor_jr] kid	columbia_university
what is the name of the heir of parent of [william_backhouse_astor_jr] offspring	john_jacob_astor_iv
the child of [james_mayer_de_rothschild] son dad	charlotte_de_rothschild
what is the race of parent of [james_mayer_de_rothschild] child	jew
what is the [james_mayer_de_rothschild] child parent race	jew
what is the occupation of father of [james_mayer_de_rothschild] kid	banker
what is the occupation of [james_mayer_de_rothschild] kid father	banker
what is the parents of [james_mayer_de_rothschild] heir parent	mayer_amschel_rothschild
what is the parents of parent of [james_mayer_de_rothschild] heir	mayer_amschel_rothschild
what is the name of the occupation of children of [james_mayer_de_rothschild] father	banker
the occupation of [james_mayer_de_rothschild] father children	banker
the sex of kid of [james_mayer_de_rothschild] parent	male
what is the name of the cause of death of children of [aristotle_onassis] wife	airplane_crash
the cause of death of children of [aristotle_onassis] wife	airplane_crash
what is the [aristotle_onassis] darling son job	businessperson
who is the job of son of [aristotle_onassis] darling	businessperson
what is the place of death of children of [aristotle_onassis] spouse	atlantic_ocean
what is the place of death of [aristotle_onassis] spouse children	atlantic_ocean
what is the mom of children of [aristotle_onassis] couple	john_f_kennedy
who is the mom of children of [aristotle_onassis] couple	john_f_kennedy
what is the institution of offspring of [aristotle_onassis] darling	new_york_university
what is the [aristotle_onassis] darling offspring institution	new_york_university
who is the job of heir of [aristotle_onassis] couple	lawyer
the job of [aristotle_onassis] couple heir	lawyer
the work of children of [aristotle_onassis] spouse	socialite
the work of [aristotle_onassis] spouse children	socialite
[aristotle_onassis] spouse child sex	male
what is the name of the nationality of darling of [pesach_burstein] wife	israel
the nationality of darling of [pesach_burstein] wife	israel
what is the work of [pesach_burstein] darling other half	singer
the work of [pesach_burstein] darling other half	singer
who is the couple of husband of [pesach_burstein] wife	lillian_lux
what is the name of the faith of mother of [sigismund_iii_vasa] son	catholicism
the offspring of [sigismund_iii_vasa] offspring parents	john_albert_vasa
what is the name of the offspring of parents of [sigismund_iii_vasa] offspring	john_albert_vasa
[sigismund_iii_vasa] son mom heir	wladyslaw_iv_vasa
the heir of mom of [sigismund_iii_vasa] son	wladyslaw_iv_vasa
the gender of parents of [sigismund_iii_vasa] son	male
what is the name of the sex of son of [eleanor_of_aquitaine] children	male
what is the name of the grandsex of [eleanor_of_aquitaine] children	male
what is the gender of parents of [alia_al_hussein] wife	male
[alia_al_hussein] wife parents gender	male
what is the cause of death of wife of [alia_al_hussein] darling	aviation_accidents_and_incidents
who is the cause of death of wife of [alia_al_hussein] darling	aviation_accidents_and_incidents
the gender of darling of [alia_al_hussein] other half	female
who is the gender of darling of [alia_al_hussein] other half	female
what is the [alia_al_hussein] other half spouse wife	hussein_of_jordan
what is the name of the wife of spouse of [alia_al_hussein] other half	hussein_of_jordan
what is the sex of spouse of [charles_xiii_of_sweden] mother	male
what is the [charles_xiii_of_sweden] mother spouse sex	male
who is the child of wife of [charles_xiii_of_sweden] parents	gustav_iii_of_sweden
what is the place of death of husband of [charles_xiii_of_sweden] father	stockholm_palace
the offspring of [charles_xiii_of_sweden] dad couple	prince_frederick_adolf_of_sweden
what is the name of the offspring of couple of [charles_xiii_of_sweden] dad	prince_frederick_adolf_of_sweden
what is the sex of [charles_xiii_of_sweden] parent mom	male
what is the sex of mom of [charles_xiii_of_sweden] parent	male
what is the name of the daughter of mother of [charles_xiii_of_sweden] dad	frederick_ii_of_prussia
[charles_xiii_of_sweden] parents mom place of death	berlin
the gender of couple of [anne_marie_of_orleans] offspring	male
the offspring of [anne_marie_of_orleans] child couple	mariana_victoria_of_spain
[anne_marie_of_orleans] child couple offspring	mariana_victoria_of_spain
what is the son of wife of [anne_marie_of_orleans] kid	charles_iii_of_spain
the place of death of children of [anne_marie_of_orleans] kid	madrid
the place of death of [anne_marie_of_orleans] kid children	madrid
what is the [pepin_i_of_aquitaine] mom father occupation	emperor
what is the sex of parent of [pepin_i_of_aquitaine] dad	male
what is the [gisela_of_swabia] offspring offspring gender	male
what is the dad of [gisela_of_swabia] child child	henry_iii_holy_roman_emperor
what is the name of the dad of daughter of [gisela_of_swabia] heir	agnes_de_poitou
the dad of daughter of [gisela_of_swabia] heir	agnes_de_poitou
who is the place of death of offspring of [gisela_of_swabia] heir	liege
what is the [gisela_of_swabia] heir offspring place of death	liege
what is the sex of [gisela_of_swabia] son father	female
what is the children of [gisela_of_swabia] kid parent	henry_iii_holy_roman_emperor
the son of dad of [philip_i_of_castile] heir	isabella_of_burgundy
what is the name of the son of dad of [philip_i_of_castile] heir	isabella_of_burgundy
[edward_burgess] child offspring mother	william_starling_burgess
what is the offspring of [bhanurangsi_savangwongse] mom offspring	sirabhorn_sobhon
